path,labels,total,n_samples,sampling_rate,duration
nep_6834_9820060770,गायक दिपक सगंम सुदुर पश्चिमेली साङ्गीतिक क्षेत्रका महान् व्यक्ति हुन्,69,136115,22050,6
nep_6834_3591953077,चन्द्र सिं चौसिरको जन्म सुदूरपश्चिम नेपालको दार्चुला जिल्लामा भएको हो,69,136299,22050,6
nep_6834_9558302314,नीमा रुम्बा नेपाली चलचित्र क्षेत्रको एक चर्चित नायक तथा पप गायक हुन्,68,138644,22050,6
e8fad49c2c,यस बिरुवाको विकासक्रम अन्य बिरुवाहरूको भन्दा केही फरक किसिमको हुन्छ।,68,145530,22050,6
nep_6834_5173085348,अर्की अभिनेत्री रिमा विश्वकर्मा हिराको गहनामा स्टेजमा उत्रिएकी थिइन्,68,137989,22050,6
nep_6329_8768926311,स्विडेनको भस्त्र गोटाल्यान्ड काउन्टीको बोरस नगरपालिकामा रहेको बसोबास,68,135917,22050,6
nep_3614_0089798290,सन् सात सय पचास पछि यो महामारी चौध शताब्दीको कालो मृत्युसम्म फर्किएन,68,144002,22050,6
bc80c372c7,मुन्धुम पुर्खाहरूको अनुभव एवम् भोगाइद्वारा निचोड निकालिएको दर्शन हो।,68,240345,22050,10
5b11c9910d,सम्मुन्नत आदिवासी जनजाति थकालीको उद्गम स्थल मुस्ताङको थाकखोला नै हो।,68,189630,22050,8
60d1864165,अनिवार्य नेपाली कृतिसमीक्षा वासु रिमाल यात्रीद्वारा लेखिएको कृति हो।,68,145530,22050,6
e86380a8c2,यो सङ्कटकालमा महिलाहरूलाई सामूहिक बलात्कार गरेका घटनाहरू पनि सुनियो।,68,132300,22050,6
nep_2099_3928220943,तपाईँको मान्यतालाई नपर्खेको तपाईँको मान्यताको आशा नराखीकन सुरु हुन्छ,68,145457,22050,6
839a149dde,करिना कोलिन्स एक अमेरिकन अश्लील चलचित्र अभिनेत्री तथा निर्देशक हुन्।,68,154350,22050,7
59146949fb,उनले रोयल सोसाइटिलाई आफ्नो अवलोकनहरूको पुष्टिको लागि धेरै पत्र लेखे।,68,222705,22050,10
05fe1000ba,हरेक साल जेठ पूर्णिमा र श्रावण पूर्णिमाका दिन यो देवताको पूजा हुन्छ।,68,174195,22050,7
1c1984bf4d,देवकुमारी थापाले विशेष बालमनोविज्ञानमा आधारित कथा लेखनमा कलम चलाइन्।,68,220500,22050,10
e24233a409,आज रोनाल्डो फुटबलका सबै भन्दा राम्रा युवा प्रतिभाहरूमा एक मानिन्छन्।,68,143325,22050,6
abbb8b0d0b,अमेरिकामा यो नोभेम्बरको चौथो बिहिबार र क्यानडामा दोस्रो सोमबार पर्छ।,68,152145,22050,6
b0603082b4,ओपिओइड एनाल्जेसिक पूर्ण वा आंशिक रूपमा अचेत गराउने एनेस्थेटिक रसायन।,68,202860,22050,9
b95f7ee5a4,दुवागढी नेपालको मेची अञ्चलको झापा जिल्लाको एउटा गाउँ विकास समिति हो।,68,218295,22050,9
82ce9b60d7,अब आम जनताहरू अँध्यारोबाट उज्यालोतिर लम्कन एउटै आवाज गुन्जाउँदै छन्।,68,218295,22050,9
88442ee733,बीजाणुजनकबाट बीजाणुहरूको निर्माण हुन्छ जसमा भाले पोथी दुईटै हुन्छन्।,68,233730,22050,10
nep_5687_6614115826,पश्चिम नेपालको बैतडीस्थित यो सडकको नाम दशरथ चन्द राजमार्ग राखिएको छ,67,150705,22050,6
nep_6834_4647497340,नम्रता श्रेष्ठ नेपाली चलचित्र क्षेत्रको चर्चित मोडेल अभिनेत्री हुन्,67,140238,22050,6
nep_0283_8694410705,मसालेदार खाना रुचाउनेहरूले चिली बार एन्ड भोजनालयमा जानु उत्तम हुन्छ,67,142363,22050,6
nep_6834_5122650091,रुसको दक्षिणी दगेस्तानमा रहेको आठ गाउँहरूमा बसोबास गर्ने जातीय समूह,67,157592,22050,7
b446d5e92d,तिनै मामलाहरूमा फिल्मको श्रृङ्खलामा सबैसँग न्यून स्थान प्राप्त भयो।,67,141120,22050,6
697efc7104,बाबुको नाम सूर्य नै हो भनेपछि उसले आमालाई बाबु भेटाइदिन आग्रह गर्छ।,67,169785,22050,7
47c3ba9522,यो पत्रिकाको सम्पादन कार्य हेमराज शर्मा ज्ञवाली र अरूद्वारा भएको छ।,67,154350,22050,7
7d3724f657,यो फङ्गस विस्तारै बढेर खुट्टाको कुर्कुच्चामा फैलेर छालालाई च्यात्छ।,67,152145,22050,6
4390a01123,पशुको सिङ्ग आकारको यो बाजा यसमा पारङ्गत थोरैले मात्र बजाउन सक्दछन्।,67,152145,22050,6
54c4a3ee23,कवि मोतीराम भट्टको जीवनी पण्डित नरदेव पाण्डेद्वारा लेखिएको कृति हो।,67,136710,22050,6
a068ad187c,त्यसपछि लिच्छवीहरूले सर्वप्रथम किराती शक्तिश्रोतहरूलाई वित्तल पारे।,67,143325,22050,6
0ea06904cc,एपीएफका गोलकिपर समित राजभण्डारीको त्यस बललाई रोक्ने प्रयास सफल भएन।,67,174195,22050,7
2b57413734,भोक लागेको थाहा पाउँदा भोक दृष्टि हो भने भोक थाहा पाउने द्रष्टा हो।,67,169785,22050,7
702d837df4,यसको कमीको कारण अर्थशास्त्रको अध्ययन जनताको लागि लाभकारी नहुन सक्छ।,67,176400,22050,8
b45519f47b,गोलधाप नेपालको मेची अञ्चलको झापा जिल्लाको एउटा गाउँ विकास समिति हो।,67,165375,22050,7
ea3b00f895,हिन्दू धर्मावलम्वीले दीपावलीको रूपमा यस पर्वलाई धुमधामसित मनाउँछन्।,67,171990,22050,7
01eb8a9cc9,रविलक्ष्मी चित्रकारसँग अन्तर जातीय विवाह गरेको झलनाथको एक छोरा छन्।,67,145530,22050,6
56949a5f00,चर्चित नायिका झरना बज्राचार्यले अभिनय गरेको एउटा नेपाली चलचित्र हो।,67,134505,22050,6
f2dab78611,यो बाजा मुख्यतया नेपालमा बसोवास गर्ने थारू समुदायले बजाउने गर्दछन्।,67,147735,22050,6
nep_3960_1523746670,नरहरिलाई खोटाङ जिल्ला अस्पताल पदस्थापना गर्दा उनीहरूलाई केको समस्या,67,133873,22050,6
nep_3960_2541824245,धेरै सानो देखि सूक्ष्म समुद्री तलछटमा बसोबास गर्ने जनावरहरूको फाइलम,67,142517,22050,6
7f340c9549,चिम्डी नेपालको कोशी अञ्चलको सुनसरी जिल्लाको एक गाउँ विकास समिति हो।,67,138915,22050,6
40fd01e90e,सडक कविता क्रान्ति अभियान भवानी घिमिरे मोहन कोइराला हरिभक्त कटुवाल।,67,154350,22050,7
27089fb3ff,जलवायु परिवर्तन पृथ्वीको प्राकृतिक प्रक्रियाभित्र पर्ने गतिविधि हो।,67,196245,22050,8
nep_6834_6318313501,वरिष्ठ लोकगायक तीर्थबहादुर गन्धर्वको अट्ठाइस भदौ बिहान निधन भएको छ,66,146089,22050,6
4310652b31,उक्त स्थानमा सर्वप्रथम किन्नरगणले पूजाआराधना गरेको विश्वास गरिन्छ।,66,183015,22050,8
e4193da2e4,सिकार खेल्दै आएका उनीहरूले कालान्तरमा यही स्थायी बसोवास गर्न पुगे।,66,147735,22050,6
e15d1f2342,उनले धार्मिक सांस्कृतिक समाजिक पर्खालहरूसँग युद्ध गर्नुपरेको थियो।,66,169785,22050,7
3542203038,जोडी नै सम्विधानसभामा पुग्ने सात जोडीमध्ये एक हो अमृताको जोडी पनि।,66,134505,22050,6
0d9b261c48,जहाँ मुगल कालको समय नूरजहाँ र जहाँगीर प्राय जसो घुम्न आउने गर्दथे।,66,185220,22050,8
nep_2099_2898115278,मोदी मर्दी काली विजयपुर कोत्रे साद्री काहुँ हर्पन फुस्रे इन्दी आदि,66,190909,22050,8
5b0ebfde62,उक्त गाइडलाइनमा अन्य प्रयोगकर्ताहरूले पनि समयोचित सुझाव दिनुहुनेछ।,66,189630,22050,8
4d2da53602,खप्तडले पवित्रतताको सत्यताको ज्ञानको ज्योति पाएको छ बाबाका कारणले।,66,147735,22050,6
1283233eeb,ढुङ्गा र तरबारको धारलाई छोएर कसम खाई सो नाचको सुरुवात गर्ने चलन छ।,66,216090,22050,9
nep_6834_3550199647,यसै क्रममा उक्त टोलीले अठार सय चौरानब्बेमामा हङकङ भ्रमण गरेको थियो,66,134917,22050,6
280a77af27,कर्टेन अङ्ग्रेजी उपन्यासकार अगाथा क्रिस्टीद्वारा लिखित उपन्यास हो।,66,156555,22050,7
014fef0302,यो पत्रिकाको सम्पादन कार्य माधव प्रसाद अधिकारी र अरूद्वारा भएको छ।,66,198450,22050,9
811a4684a4,सँगुरलाई पानी चारो खाना दिने काठको डुँढको रूपमा पनि प्रयोग गरिन्छ।,66,136710,22050,6
7174e6edc8,यिनी टङ्कप्रसाद आचार्यको मन्त्रीमण्डलमा पहिलोपटक मन्त्री भएका थिए।,66,160965,22050,7
6e1eaeaf6f,कुनै चलचित्रको जानकारी दिनको लागि यो इन्फोबक्स प्रयोग गर्न सकिन्छ।,66,145530,22050,6
nep_0283_1353776465,पोखरा फेवा ताल आसपासको क्षेत्रमा यो वनस्पति प्रशस्तमात्रामा पाइन्छ,66,140466,22050,6
nep_3614_5393422179,तेह्र सय एकाउन्न सम्ममा एक सय पचास साना यहुदी समुदायहरू नष्ट पारिए,66,135255,22050,6
1c66bc65ea,एउटा साथी सधैँ गर्लफ्रेन्डलाई यसो गरेँ र उसो गरेँ भनेर हैरान गर्छ।,66,174195,22050,7
38c7bdc0a7,चम्पे नेपालको कोशी अञ्चलको भोजपुर जिल्लाको एक गाउँ विकास समिति हो।,66,171990,22050,7
ec1ded2d32,टेलिफोनको नजिकै एक्युरियम नराख्ने राखेमा रङ नम्बरका फोन आउने छन्।,65,154350,22050,7
f49f2152bc,उनी काठमाडौँको घट्टेकुलोस्थित निवासमा भान्जीसँग बस्दै आएकी थिइन्।,65,180810,22050,8
ab79f08ee0,डिजिटल क्यामेराको आगमनले अब परिस्थितिमा सम्पूर्ण परिवर्तन आएको छ।,65,156555,22050,7
97e0b12ce8,टिस्टा नदी भारतको पश्चिम बङ्गाल राज्यको दार्जिलिङ जिल्लामा पर्दछ।,65,134505,22050,6
ac75885aa4,यदि यस्तो हो भने यो निकै नै महत्त्वपूर्ण अनुसन्धानको विषय पनि हो।,65,143325,22050,6
6f0041a788,यस कथालाई पढ्दा वा सुन्नाले वाजपेय यज्ञ गरे सरह फल प्राप्त हुन्छ।,65,152145,22050,6
50bf284f4d,उनी यति सोझा प्रकृतिका थिए कि केटाकेटी उनलाई कत्ति पनि टेर्दैनथे।,65,160965,22050,7
1b52feb428,हिन्दु धर्ममा श्री भनेको लक्ष्मी हुन् विष्णुलाई उनको पति मानिन्छ।,65,158760,22050,7
a23a4b3a7e,तपाईँंको कुण्डलीमा केमद्रुम योग छ छैन आफैं विचार गर्न सक्नुहुन्छ।,65,185220,22050,8
63de9bea13,शून्य या एक या अधिक व्यञ्जनहरू र एक स्वरको मेलबाट एक अक्षर बन्दछ।,65,224910,22050,10
5274034de8,समाजवादी आन्दोलनमा संलग्नताले गर्दा उनलाई जर्मनीबाट निकाला गरियो।,65,185220,22050,8
350af5c893,छपली नेपालको सेती अञ्चलको डोटी जिल्लाको एउटा गाउँ विकास समिति हो।,65,152145,22050,6
f63a1689e6,आमा मेरो चिन्ता नगर क्रान्तिको भाव र भाषा नबुझ्नेलाई म बुझाउनेछु।,65,154350,22050,7
56bc5c56bc,एकाउन्न लाख जनसङ्ख्या रहेको यो सहर साबरमती नदीका किनारमा बसेको छ।,65,160965,22050,7
a88ef822ed,हाल यिनी सूचनाको हकका लागि फ्रिडम फोरम नामको अभियानमा जुटेका छन्।,65,176400,22050,8
b6974c808c,त्यस्तै झमक भने देवता असल काम र व्यवहार गर्ने मानिसलाई मान्दछिन्।,65,134505,22050,6
9917b73649,मुगल बादशाह अकबरले आफ्नो राजधानीको दिल्लीबाट आगरा स्थान्तरित गरे।,65,167580,22050,7
db058b5201,उक्त गुम्बामा दशैको सप्तमीदेखि एकादशीसम्म बत्ती बाल्ने परम्परा छ।,65,180810,22050,8
ab93d94744,पटनाको मुख्य जनजीवन अङ्ग तथा मिथिला प्रदेशहरूबाट एकदम प्रभावित छ।,65,185220,22050,8
117f4057da,यो सुनेर राजा कार्तविर्यले आफ्नो सेनालाई गाई लुटेर लिने आदेश दिए।,65,240345,22050,10
6e2364cd9b,पात्र र लेखकबीचको द्वन्द्वलाई यस्ता नाटकले मूल विषय बनाएको हुन्छ।,65,134505,22050,6
nep_6834_5877473759,उमेश ठगुन्नाको जन्म सुदूरपश्चिम नेपालको दार्चुला जिल्लामा भएको हो,65,134454,22050,6
nep_6834_9740563659,अन्तर्विनिमय लागि डिजाइन गरिएको मानव पठनीय पाठमा आधारित खुला मानक,65,148176,22050,6
d54f84f01e,यो पत्रिकाको सम्पादन कार्य कृष्णचन्द्र सिंह प्रधानद्वारा भएको छ।,64,213885,22050,9
nep_0546_5150629786,पिस नेपाल डट कमले शान्ति र अमनचयनको धेरै पक्षहरूको उजागर गरेको छ,64,140466,22050,6
nep_5687_8422059715,यो गाउँको सिमाना पातेमेला जामनेपानी छाम कर्णाली नदीसँग जोडिएको छ,64,155585,22050,7
659637e7bc,त्यसपछि पाटीभन्ज्याङ हुँदै थारेपाटी चौथो रातको बास बस्न पुगिन्छ।,64,156555,22050,7
9c86e2d548,दिव्य चौतारी जनकविकेशरी धर्मराज थापाद्वारा लिखित नेपाली कृति हो।,64,205065,22050,9
66af79d722,बियोलाई खोपीबाट हुत्याउँदा ताछिएको पछाडिको भाग प्रयोग गर्नुपर्छ।,64,138915,22050,6
69645eeb32,यसको चोपयुक्त जरा आधादेखि एक फिटसम्म लामो एकडेढ इन्च मोटो हुन्छ।,64,176400,22050,8
3516cc5c30,चिकित्सकलाई पनि ट्युबमा बालक बनाउन मैथुनिक बीजको आवश्यकता पर्दछ।,64,178605,22050,8
abb8a4dd32,नेपालको गण्डकी अञ्चलको स्याङ्जा जिल्लाको एक गाउँ विकास समिति हो।,64,156555,22050,7
cc8628ba3d,यसलाई सिध्याउनको लागि सवाई जय सिंहले जन्तर मन्तरको निर्माण गराए।,64,174195,22050,7
17cb5db403,तर अहिलेसम्म यी सबै गुणहरू भएका एनेस्थेटिक वाष्प कुनै पनि छैनन्।,64,165375,22050,7
d80b1579d7,आधिकारिक रूपमा पहिलो नेपाली चलचित्र नायिका भुवन चन्दलाई मानिन्छ।,64,143325,22050,6
d6df09aad1,अलि अलिको युजर पेज बनाएको थिएँ त्यो पनि युकेश सरले मेटाइदिनुभयो।,64,202860,22050,9
nep_6834_0552603373,चलचित्रमा केमियो रोलमा नायक राजबल्लभ कोइरालालाई पनि देख्न पाइनेछ,64,137681,22050,6
a859ecebb6,पश्चिमी बलेसीका बाछिटा गोविन्दराज भट्टराईद्वारा लिखित पुस्तक हो।,64,171990,22050,7
048f106db2,मैले यस अप्सनमा नाम र एनई हालेपछि ग्राफसहितको महिना गणक देखाउँछ।,64,209475,22050,9
2474a5844f,पोखरीको सतहमा छिनछिनमा कुहिरोले ढाक्ने र उघ्रने क्रम दोहरिरहन्छ।,64,152145,22050,6
ac669e129a,नवरात्रिमा प्रतिपदादेखि नवमीसम्म नौवटी देवीको पूजाआराधना गरिन्छ।,64,165375,22050,7
b0db82780e,कोकाकोला अमेरिकी बहुराष्ट्रिय कम्पनी फाइदा लिन नै नेपाल आएको हो।,64,196245,22050,8
aded94aea3,अस्ट्रेलियाको दोस्रो ठुलो धर्म बौद्ध त्यसपछि हिन्दू र इस्लाम हो।,64,141120,22050,6
nep_2099_2983462393,उहाँ केही महिनासम्म सार्वजनिक समारोहहरूमा समेत सहभागी हुनु भएको,63,135814,22050,6
9bd2935f22,यो भञ्ज्याङ काटेर अझै उकालो लागेपछि पहिलो बास चिसापानी पुगिन्छ।,63,218295,22050,9
22755f717f,जीरा एक प्रकारको वास्नदार मसलाको रूपमा प्रयोग गरिने वनस्पति हो।,63,160965,22050,7
29b52f4ce1,यसैले गर्दा यिनीहरू मुख्यतः गोल हान्नको लागि जिम्मेवार हुन्छन्।,63,169785,22050,7
14629242f6,जिल्लाको बारेमा थाहा पाउनलाई सर्च वा खोज बाकसमा गएर लेख्नुहोला।,63,147735,22050,6
d76360830d,अतः दुईको सङ्ख्याका प्रत्ययका लागि चेतन ईश्वरको सत्ता आवश्यक छ।,63,235935,22050,10
4c0827cb08,उनी भारतका पूर्व राष्ट्रपति प्रसिद्ध वैज्ञानिक र अभियन्ता हुन्।,63,187425,22050,8
a5b71d1d63,यहा विभिन्न अन्य सरकारी क्रियाकलपमा आधिकारिक नियन्त्रण राखिन्छ।,63,143325,22050,6
db664c69ec,मुस्लिम लिगले संविधानसभामा भाग नलिएपछि पाकिस्तान जन्मिन पुग्यो।,63,169785,22050,7
8a59acb2d6,ट्रिसिया डेभेरेयक्स पूर्वअमेरिकन अश्लील चलचित्र अभिनेत्री हुन्।,63,187425,22050,8
53dfadff34,यस गाविसको विगत दुई दशक र अहिलेको अवस्था हर्दा धेरै फरक पाइन्छ।,63,138915,22050,6
d5bac7d662,नेपाल र नेपालीको जयगानमा डुबुल्किरहेका बेला उनी अपर्झट थला परे।,63,198450,22050,9
2e7d5b60ee,त्यही बेहोराले चन्द्रशमशेरले हटात रूपमा गोरखापत्र नै बन्द गराए।,63,207270,22050,9
0135514fd3,त्यसको माथि अदुवाको पानालाई ससानो टुक्रामा भाँचेर रोप्नु पर्दछ।,63,136710,22050,6
a39de4526c,सरकार कुनै पनि सैन्य बलबाट सुरक्षा बलको अध्यक्ष नियुक्त गर्दछ ।,63,149940,22050,6
8929acc49f,संकल्पउपरान्त षोडशोपचार विधि सहित श्री विष्णुको पूजा गर्नुपर्छ।,63,178605,22050,8
e70d3e4b77,तर न त माओवादी जनयुद्ध रोकियो न त दलहरूबीच नै सहमति बन्न सक्यो।,63,196245,22050,8
4370a77cb4,यसरी हेर्दा किरात मुन्धुम एउटा सिङ्गै किरात सभ्यताको इतिहास हो।,63,138915,22050,6
21fdfb18e5,उनको क्लियरेन्डन विधानले राजा र चर्चको सम्बन्ध निर्धारण गर्‍यो।,63,171990,22050,7
cb4b1c159f,केही सुखहरू यस्ता हुन्छन् जुन अरूलाई सुखी बनाएर प्रप्त हुन्छन्।,63,141120,22050,6
0757b778f8,हरेक मानिस आफ्नो राष्ट्र अनन्त कालसम्म दिगो रहोस् भन्ने चाहन्छ।,63,143325,22050,6
1023dacc3c,पुस्तकका पात्रहरूजस्तै उनी पनि स्वतन्त्र भएर बाँच्न चाहन्थिइन्।,63,176400,22050,8
4a6cf23cf7,नौ सालमा बालसखा दलको आयोजनामा देवीमाया मेमोरियल सिल्ड सुरू भयो।,63,185220,22050,8
80178a14b5,यस भूकम्पले भक्तपुर ठिमी साँखु बनेपालाई नराम्रो प्रभाव पार्‍यो।,63,136710,22050,6
48fd0c777b,भारतीय भूमिबाटै आएकी भए पनि उनलाई नेपाली नै भन्नेहरू धेरै छन्।,62,163170,22050,7
de7f4cb188,विशेषण क्रिया क्रियापदभित्र क्रिया प्रमुखको पूरकको रूपमा आउँछ।,62,136710,22050,6
7b8aa316ba,थिनर अमेरिकन उपन्यासकार स्टेफन किङ्ग्सद्वारा लिखित उपन्यास हो।,62,180810,22050,8
6ef15f298b,जुन कुरा महान् कलाकार आफ्नो लेखनका माध्यमबाट मात्र देखाउँछन् ।,62,134505,22050,6
1e2935198e,त्यसपछि लगातार रूपमा अमेरिकाले तिब्बत मामिला चर्काउँदै आएको छ।,62,158760,22050,7
46661fe2fb,धान मास गोलभेडा कटहर आलुको लागि यो क्षेत्र अति महत्त्वपूर्ण छ।,62,141120,22050,6
3814bd64cb,कुम्भ यानि घडा र कर्ण यानि कान अर्थात जसको घडा जस्तै कान भएको।,62,143325,22050,6
db31652f4d,केही साहित्यिक चिन्तन वासु रिमाल यात्रीद्वारा लेखिएको कृति हो।,62,174195,22050,7
41ebd1f7b3,यस वादविवादलाई अस्ट्रेलिया भित्र इतिहास युद्धको रूपमा जानिन्छ।,62,167580,22050,7
64b4c133b5,डिएचएल एक्सप्रेस एक अन्तराष्ट्रिय कुरियर वितरण सेवा कम्पनी हो।,62,158760,22050,7
nep_2099_4176068194,यस जिल्लामा एक उपमहानगरपालिका एक नगरपालिका त्रिचालिस गाविस छन्,62,133587,22050,6
058bb08168,बूढी औँलोविना चलाइएको वाणले निशाना चुक्ने सम्भावना धेरै रहन्छ।,62,143325,22050,6
902c85b5c8,यिनै पदार्थहरूको उत्सर्जन प्रक्रियामा शरीरबाट बाहिर निकालिन्छ।,62,185220,22050,8
5d1bbd9a27,गोर्खे माध्यमिक विद्यालय इलाम जिल्लाको गोर्खे गाविसमा रहेको छ।,62,141120,22050,6
017f1e010c,नेपालका अल्पसङ्ख्यक जातिहरूमध्ये किसान जातिलाई पनि एक मानिन्छ।,62,152145,22050,6
e6db38f4b8,प्रतियोगिता पूर्व नै भारतले विश्वकप जित्ने अपेक्षा गरेको थियो।,62,229320,22050,10
5eb1cbba37,यी दुवै प्रतियोगितामा आयोजनाकै लागि मात्र आयोजना गरेको देखियो।,62,158760,22050,7
8a96b18851,पछि हाल माल कार्यालय अगाडिको भिमसेनको मन्दिर बनेको देखिन आउँछ।,62,163170,22050,7
4b0c0c1b7f,ईन्द्रेणी पोखरी खोटाङ जिल्लामा अवस्थित एक गाउँ विकास समिति हो।,62,141120,22050,6
79d9697ccd,पूर्वनिर्धारक एक्लै वा केन्द्रीय निर्धारकभन्दा पहिले आउन सक्छ।,62,176400,22050,8
4c67d6c83c,नेपाली जनता पार्टीको केन्द्रीय कार्यालय भक्तपुरको गट्ठाघरमा छ।,62,138915,22050,6
nep_6834_9155833217,अबखाज मानिसहरूद्वारा ज्यादै बोलेको उत्तर पश्चिम कोकेसियान भाषा,62,140812,22050,6
142f8aa668,गोविन्दा भारतीय चलचित्र क्षेत्रका एक बहुप्रसिद्ध अभिनेता हुन्।,62,145530,22050,6
nep_6834_7680945837,यसको आधार सिङ्गापुर स्थित बेलायती नौसैनिक अड्डा र रोयल नेभी हो,62,137497,22050,6
e0a32cd1ee,घोडचढीको अगुवाइमा जुलुसले सहरका विभिन्न भागको परिक्रमा गर्‍यो।,62,167580,22050,7
cbe7b5769c,भाषा विज्ञानको इतिहासमा यस प्रकारको यो पहिलो प्रयास मानिएको छ।,62,132300,22050,6
fdf20a940d,ती राजपूतहरूलाई अकबरका दरबारमा राम्रो स्थान प्राप्त भएको थियो।,62,147735,22050,6
e44063ccc1,भाषावैज्ञानिक दृष्टिबाट देवनागरी लिपि अक्षरात्मक लिपि मानिन्छ।,62,143325,22050,6
72557992d0,चन्द्र सत्रुघ्न क्याम्पस सप्तरी जिल्लामा रहेको एक क्याम्पस हो।,62,183015,22050,8
2949699c82,उक्त दिन तरुवा वरी दही आँपको टिकोलाको चटनी र सातु खाने चलन छ।,61,165375,22050,7
9efd2972ff,केही नेपाली नाटक हृदयचन्द्रसिंह प्रधानद्वारा लेखिएको कृति हो।,61,141120,22050,6
d6231714d0,लोकनाटकमा लोकका विभिन्न अनुभवहरूको प्रतिविम्ब झल्किएको हुन्छ।,61,152145,22050,6
2beec2e3eb,हामीलाई आशा छ तपाईँले यो सन्देश पढेर प्रवेश गरेर लेख्नुहुनेछ।,61,158760,22050,7
200685ff7c,नरर्सिंहटप्पु सुनसरी जिल्लामा अवस्थित एक गाउँ विकास समिति हो।,61,198450,22050,9
755ee637f6,उनकै शिष्यहरूमध्ये एकजना भगवान परशुराम पनि हुन् भन्ने भनाइ छ।,61,134505,22050,6
de040c4857,उनले रानीलाई प्राप्त गर्नका लागि उनको राज्यमा आक्रमण पनि गरे।,61,149940,22050,6
a882d97e5f,उनी इजिप्टका राष्ट्रप्रमुख गमाल अब्दुल नासिरबाट प्रभावित थिए।,61,149940,22050,6
45d8611d08,यो पत्रिकाको सम्पादन कार्य ज्ञानरत्न वज्राचार्यद्वारा भएको छ।,61,149940,22050,6
10c5c4a48b,त्यसले गुरुदक्षिणामा आफ्नो अङ्गुठा द्रोणाचार्यलाई दिएको थियो।,61,145530,22050,6
a8b7868690,दान लिन कसैले नमानेमा त्यस पोकोलाई बग्दो पानीमा बगाइदिनुपर्छ।,61,160965,22050,7
b5202e9c90,जिल्लाको चुरे तथा भावर क्षेत्रबाहेक अन्य क्षेत्र खेतीयोग्य छ।,61,169785,22050,7
9812b37e4b,यसको निष्ठापूर्वक व्रत लिनाले वाजपेय यज्ञको फल प्राप्त हुन्छ।,61,156555,22050,7
ed493f83b2,माईस्थानमा अवस्थित कमलामाई मन्दिर यस भेगका लागि सुप्रसिद्ध छ।,61,147735,22050,6
756e74c154,यी आफ्ना खुट्टामा आफै टेक्तै आफ्ना यात्रामा सफल हुँदै पनि गए।,61,165375,22050,7
bcf32da886,हामीले भन्नु पर्छ हामी सबैले स्वाभिमानी नेपाली भई बाच्न पाउँ।,61,176400,22050,8
38efb1a7eb,त्यसको तल दायाँतर्फ सूर्य र बायाँतर्फ चन्द्रमाको चित्र हुन्छ।,61,209475,22050,9
50799920b3,त्यही पीडामा ड्यानीले आत्महत्या गरेको हुनसक्ने मुरको अनुभव छ।,61,200655,22050,9
05fc265d67,नेपाल र नेपालीहरूको लागि जनहिताय र जनसुखी नीतिको पालन गर्नु।,60,160965,22050,7
9f2a601e23,पुतली कीरा वर्गको सामान्य रूपले हरेक ठाउँमा पाइने प्राणी हो।,60,185220,22050,8
07bd24b4f4,यहाँ वर्षै भरि पर्यटकहरू माछाको शिकार गर्न एवं घुम्न आउँछन्।,60,196245,22050,8
241d0ecbd7,पछि उनका राजकुमार दिलेर सिंहले पूरा दाङको रक्षा गर्न सकेनन्।,60,154350,22050,7
54821f03c9,अरूले सक्छन् होला अलिअलि हाँस्दै भन्छ ऊ तर मैले चाहिँ सकिँन।,60,156555,22050,7
6240d68140,तर उनको आमाले उनलाई दुध र चना भने डाइटको रूपमा खान दिन्थिन्।,60,169785,22050,7
89655428da,डल्फिनलाई पानीभित्र सिकाएका हरेक गतिविधि एकैपल्ट सिक्न सक्छ।,60,187425,22050,8
116f419ac4,मल त्यागको समयमा मनलाई पूर्ण रूपमा मल त्याग गर्नमा नै लगाऔं।,60,202860,22050,9
1b07b48692,अधिकांश प्रधानका अभिव्यक्ति हाँस्य व्यङ्ग्यप्रधान रहेका छन्।,60,132300,22050,6
572a3fe665,त्रियुगा जनता क्याम्पस उदयपुर जिल्लामा रहेको एक क्याम्पस हो।,60,152145,22050,6
0bb6c2dbc3,लेखकको रूपमा उनको पहिलो प्रकाशित रचना एउटा लघुकथा जुनि थियो।,60,209475,22050,9
2f3dfc647b,यसैको मलाई निर्देशन दिइएको छ कि म मुस्लिम तथा आज्ञाकारी हुँ।,60,145530,22050,6
503500f420,कार्यव्यस्तताले हो कि किन हो आज मलाई घाँसपात समेत दिएको छैन।,60,218295,22050,9
65ee813ebf,यो पत्रिकाको सम्पादन कार्य श्याम प्रसाद वाग्लेद्वारा भएको छ।,60,165375,22050,7
f3939fdf48,नीलकण्ठ उप्रेती नेपालका वर्तमान प्रमुख निर्वाचन आयुक्त हुन्।,60,149940,22050,6
e320d121f7,यहाँका मानिसहरू रसिला भरिला छन् भने यहाँको समाज लाहुरेको छ ।,60,134505,22050,6
bf43947a54,यो व्रत धन पुत्रादिको कामनापूर्तिका निमित्त गर्ने चलन पनि छ।,60,180810,22050,8
796c39b48d,शुभ साईत शुभ घडामा नरिवलफल राखेर कार्यसिद्धिको कामना गरिन्छ।,60,194040,22050,8
f02d76fa15,विक्रमोर्वशीयमा दैवी र मानवीय गुण भएका पात्रहरूको मिश्रण छ ।,60,191835,22050,8
251d7d3f5f,आउटब्रेक अमेरिकन उपन्यासकार रबिन कुकद्वारा लिखित उपन्यास हो।,60,194040,22050,8
